Gene stable ID	Gene type	Gene name
ENSG00000143469	protein_coding	SYT14
ENSG00000223776	antisense	LGALS8-AS1
ENSG00000115942	protein_coding	ORC2
ENSG00000126733	protein_coding	DACH2
ENSG00000049130	protein_coding	KITLG
ENSG00000146205	protein_coding	ANO7
ENSG00000151893	protein_coding	CACUL1
ENSG00000119013	protein_coding	NDUFB3
ENSG00000082497	protein_coding	SERTAD4
ENSG00000203706	antisense	SERTAD4-AS1
ENSG00000143001	protein_coding	TMEM61
ENSG00000262180	protein_coding	OCLM
ENSG00000116703	protein_coding	PDC
ENSG00000077522	protein_coding	ACTN2
ENSG00000139433	protein_coding	GLTP
ENSG00000139318	protein_coding	DUSP6
ENSG00000054392	protein_coding	HHAT
ENSG00000188613	protein_coding	NANOS1
ENSG00000107581	protein_coding	EIF3A
ENSG00000073756	protein_coding	PTGS2
ENSG00000116604	protein_coding	MEF2D
ENSG00000163249	protein_coding	CCNYL1
ENSG00000182782	protein_coding	HCAR2
ENSG00000255398	protein_coding	HCAR3
ENSG00000197223	protein_coding	C1D
ENSG00000114923	protein_coding	SLC4A3
ENSG00000128699	protein_coding	ORMDL1
ENSG00000101210	protein_coding	EEF1A2
ENSG00000138430	protein_coding	OLA1
ENSG00000064933	protein_coding	PMS1
ENSG00000116984	protein_coding	MTR
ENSG00000139726	protein_coding	DENR
ENSG00000174939	protein_coding	ASPHD1
ENSG00000139436	protein_coding	GIT2
ENSG00000183856	protein_coding	IQGAP3
ENSG00000174943	protein_coding	KCTD13
ENSG00000130783	protein_coding	CCDC62
ENSG00000138433	protein_coding	CIR1
ENSG00000115946	protein_coding	PNO1
ENSG00000221823	protein_coding	PPP3R1
ENSG00000243667	protein_coding	WDR92
ENSG00000162402	protein_coding	USP24
ENSG00000144306	protein_coding	SCRN3
ENSG00000143473	protein_coding	KCNH1
ENSG00000125534	protein_coding	PPDPF
ENSG00000101213	protein_coding	PTK6
ENSG00000160818	protein_coding	GPATCH4
ENSG00000119979	protein_coding	FAM45A
ENSG00000257594	protein_coding	GALNT4
ENSG00000139323	protein_coding	POC1B
ENSG00000139437	protein_coding	TCHP
ENSG00000163328	protein_coding	GPR155
ENSG00000273129	lincRNA	PACERR
ENSG00000163251	protein_coding	FZD5
ENSG00000213024	protein_coding	NUP62
ENSG00000116711	protein_coding	PLA2G4A
ENSG00000130787	protein_coding	HIP1R
ENSG00000143252	protein_coding	SDHC
ENSG00000178385	protein_coding	PLEKHM3
ENSG00000104951	protein_coding	IL4I1
ENSG00000119865	protein_coding	CNRIP1
ENSG00000183648	protein_coding	NDUFB1
ENSG00000149932	protein_coding	TMEM219
ENSG00000204673	protein_coding	AKT1S1
ENSG00000188931	protein_coding	CFAP126
ENSG00000116106	protein_coding	EPHA4
ENSG00000039650	protein_coding	PNKP
ENSG00000106683	protein_coding	LIMK1
ENSG00000070961	protein_coding	ATP2B1
ENSG00000139722	protein_coding	VPS37B
ENSG00000117625	protein_coding	RCOR3
ENSG00000231908	antisense	IDH1-AS1
ENSG00000138413	protein_coding	IDH1
ENSG00000115935	protein_coding	WIPF1
ENSG00000173110	protein_coding	HSPA6
ENSG00000104973	protein_coding	MED25
ENSG00000165934	protein_coding	CPSF2
ENSG00000143226	protein_coding	FCGR2A
ENSG00000154447	protein_coding	SH3RF1
ENSG00000132692	protein_coding	BCAN
ENSG00000183605	protein_coding	SFXN4
ENSG00000132688	protein_coding	NES
ENSG00000204923	protein_coding	FBXO48
ENSG00000153233	protein_coding	PTPRR
ENSG00000111678	protein_coding	C12orf57
ENSG00000082512	protein_coding	TRAF5
ENSG00000111676	protein_coding	ATN1
ENSG00000116741	protein_coding	RGS2
ENSG00000268006	antisense	PTOV1-AS1
ENSG00000104946	protein_coding	TBC1D17
ENSG00000149930	protein_coding	TAOK2
ENSG00000187699	protein_coding	C2orf88
ENSG00000198130	protein_coding	HIBCH
ENSG00000104960	protein_coding	PTOV1
ENSG00000169618	protein_coding	PROKR1
ENSG00000169621	protein_coding	APLF
ENSG00000151689	protein_coding	INPP1
ENSG00000143320	protein_coding	CRABP2
ENSG00000106682	protein_coding	EIF4H
ENSG00000169136	protein_coding	ATF5
ENSG00000115677	protein_coding	HDLBP
ENSG00000143319	protein_coding	ISG20L2
ENSG00000269352	antisense	PTOV1-AS2
ENSG00000143303	protein_coding	RRNAD1
ENSG00000132669	protein_coding	RIN2
ENSG00000182196	protein_coding	ARL6IP4
ENSG00000224975	sense_intronic	INE1
ENSG00000130985	protein_coding	UBA1
ENSG00000139329	protein_coding	LUM
ENSG00000169860	protein_coding	P2RY1
ENSG00000139292	protein_coding	LGR5
ENSG00000111325	protein_coding	OGFOD2
ENSG00000188612	protein_coding	SUMO2
ENSG00000127324	protein_coding	TSPAN8
ENSG00000181467	protein_coding	RAP2B
ENSG00000143314	protein_coding	MRPL24
ENSG00000011258	protein_coding	MBTD1
ENSG00000143294	protein_coding	PRCC
ENSG00000165672	protein_coding	PRDX3
ENSG00000172932	protein_coding	ANKRD13D
ENSG00000143321	protein_coding	HDGF
ENSG00000150967	protein_coding	ABCB9
ENSG00000162409	protein_coding	PRKAA2
ENSG00000231631	protein_coding	PSMB8
ENSG00000130589	protein_coding	HELZ2
ENSG00000213075	transcribed_processed_pseudogene	RPL31P11
ENSG00000132185	protein_coding	FCRLA
ENSG00000233140	processed_transcript	PSMB8-AS1
ENSG00000198626	protein_coding	RYR2
ENSG00000198400	protein_coding	NTRK1
ENSG00000162746	protein_coding	FCRLB
ENSG00000153363	lincRNA	LINC00467
ENSG00000149927	protein_coding	DOC2A
ENSG00000167995	protein_coding	BEST1
ENSG00000163082	protein_coding	SGPP2
ENSG00000133639	protein_coding	BTG1
ENSG00000170385	protein_coding	SLC30A1
ENSG00000215808	lincRNA	LINC01139
ENSG00000081721	protein_coding	DUSP12
ENSG00000167996	protein_coding	FTH1
ENSG00000128656	protein_coding	CHN1
ENSG00000116120	protein_coding	FARSB
ENSG00000133019	protein_coding	CHRM3
ENSG00000117650	protein_coding	NEK2
ENSG00000169592	protein_coding	INO80E
ENSG00000147804	protein_coding	SLC39A4
ENSG00000155816	protein_coding	FMN2
ENSG00000180875	protein_coding	GREM2
ENSG00000123684	protein_coding	LPGAT1
ENSG00000149929	protein_coding	HIRIP3
ENSG00000123983	protein_coding	ACSL3
ENSG00000139291	protein_coding	TMEM19
ENSG00000140090	protein_coding	SLC24A4
ENSG00000173451	protein_coding	THAP2
ENSG00000182901	protein_coding	RGS7
ENSG00000133858	protein_coding	ZFC3H1
ENSG00000171951	protein_coding	SCG2
ENSG00000064042	protein_coding	LIMCH1
ENSG00000080371	protein_coding	RAB21
ENSG00000152056	protein_coding	AP1S3
ENSG00000085449	protein_coding	WDFY1
ENSG00000187800	protein_coding	PEAR1
ENSG00000091483	protein_coding	FH
ENSG00000160838	protein_coding	LRRC71
ENSG00000143493	protein_coding	INTS7
ENSG00000203668	protein_coding	CHML
ENSG00000198873	protein_coding	GRK5
ENSG00000115966	protein_coding	ATF2
ENSG00000163219	protein_coding	ARHGAP25
ENSG00000054277	protein_coding	OPN3
ENSG00000220749	processed_pseudogene	RPL21P28
ENSG00000143476	protein_coding	DTL
ENSG00000135900	protein_coding	MRPL44
ENSG00000135919	protein_coding	SERPINE2
ENSG00000086730	protein_coding	LAT2
ENSG00000115694	protein_coding	STK25
ENSG00000036257	protein_coding	CUL3
ENSG00000132694	protein_coding	ARHGEF11
ENSG00000066027	protein_coding	PPP2R5A
ENSG00000006607	protein_coding	FARP2
ENSG00000121749	protein_coding	TBC1D15
ENSG00000090975	protein_coding	PITPNM2
ENSG00000065600	protein_coding	TMEM206
ENSG00000117691	protein_coding	NENF
ENSG00000174371	protein_coding	EXO1
ENSG00000162772	protein_coding	ATF3
ENSG00000162600	protein_coding	OMA1
ENSG00000235700	processed_pseudogene	CYCSP52
ENSG00000117036	protein_coding	ETV3
ENSG00000197769	protein_coding	MAP1LC3C
ENSG00000135905	protein_coding	DOCK10
ENSG00000180287	protein_coding	PLD5
ENSG00000148908	protein_coding	RGS10
ENSG00000214837	transcribed_unprocessed_pseudogene	LINC01347
ENSG00000101216	protein_coding	GMEB2
ENSG00000176720	protein_coding	BOK
ENSG00000234235	antisense	BOK-AS1
ENSG00000072657	protein_coding	TRHDE
ENSG00000236333	processed_transcript	TRHDE-AS1
ENSG00000111328	protein_coding	CDK2AP1
ENSG00000176946	protein_coding	THAP4
ENSG00000130921	protein_coding	C12orf65
ENSG00000168397	protein_coding	ATG4B
ENSG00000051825	protein_coding	MPHOSPH9
ENSG00000137601	protein_coding	NEK1
ENSG00000128710	protein_coding	HOXD10
ENSG00000128713	protein_coding	HOXD11
ENSG00000123685	protein_coding	BATF3
ENSG00000144460	protein_coding	NYAP2
ENSG00000117697	protein_coding	NSL1
ENSG00000175879	protein_coding	HOXD8
ENSG00000237380	antisense	HOXD-AS2
ENSG00000128709	protein_coding	HOXD9
ENSG00000224189	antisense	HAGLR
ENSG00000169047	protein_coding	IRS1
ENSG00000144468	protein_coding	RHBDD1
ENSG00000128645	protein_coding	HOXD1
ENSG00000081052	protein_coding	COL4A4
ENSG00000143702	protein_coding	CEP170
ENSG00000203705	protein_coding	TATDN3
ENSG00000253719	protein_coding	ATXN7L3B
ENSG00000180881	protein_coding	CAPS2
ENSG00000011260	protein_coding	UTP18
ENSG00000173401	protein_coding	GLIPR1L1
ENSG00000054282	protein_coding	SDCCAG8
ENSG00000179348	protein_coding	GATA2
ENSG00000100599	protein_coding	RIN3
ENSG00000169031	protein_coding	COL4A3
ENSG00000165794	protein_coding	SLC39A2
ENSG00000179456	protein_coding	ZBTB18
ENSG00000168958	protein_coding	MFF
ENSG00000165792	protein_coding	METTL17
ENSG00000151923	protein_coding	TIAL1
ENSG00000035687	protein_coding	ADSS
ENSG00000168393	protein_coding	DTYMK
ENSG00000197457	protein_coding	STMN3
ENSG00000168395	protein_coding	ING5
ENSG00000139697	protein_coding	SBNO1
ENSG00000121644	protein_coding	DESI2
ENSG00000120616	protein_coding	EPC1
ENSG00000150977	protein_coding	RILPL2
ENSG00000162769	protein_coding	FLVCR1
ENSG00000184209	protein_coding	SNRNP35
ENSG00000188026	protein_coding	RILPL1
ENSG00000169605	protein_coding	GKN1
ENSG00000153187	protein_coding	HNRNPU
ENSG00000143494	protein_coding	VASH2
ENSG00000049541	protein_coding	RFC2
ENSG00000086598	protein_coding	TMED2
ENSG00000174606	protein_coding	ANGEL2
ENSG00000168955	protein_coding	TM4SF20
ENSG00000102225	protein_coding	CDK16
ENSG00000054523	protein_coding	KIF1B
ENSG00000111361	protein_coding	EIF2B1
ENSG00000203667	protein_coding	COX20
ENSG00000111364	protein_coding	DDX55
ENSG00000151929	protein_coding	BAG3
ENSG00000180902	protein_coding	D2HGDH
ENSG00000111358	protein_coding	GTF2H3
ENSG00000126749	protein_coding	EMG1
ENSG00000215021	protein_coding	PHB2
ENSG00000163902	protein_coding	RPN1
ENSG00000173744	protein_coding	AGFG1
ENSG00000111684	protein_coding	LPCAT3
ENSG00000149503	protein_coding	INCENP
ENSG00000182326	protein_coding	C1S
ENSG00000136643	protein_coding	RPS6KC1
ENSG00000100600	protein_coding	LGMN
ENSG00000117707	protein_coding	PROX1
ENSG00000113240	protein_coding	CLK4
ENSG00000109572	protein_coding	CLCN3
ENSG00000143499	protein_coding	SMYD2
ENSG00000183668	protein_coding	PSG9
ENSG00000169604	protein_coding	ANTXR1
ENSG00000243215	protein_coding	HLA-DMA
ENSG00000235307	protein_coding	BRD2
ENSG00000198825	protein_coding	INPP5F
ENSG00000075785	protein_coding	RAB7A
ENSG00000160948	protein_coding	VPS28
ENSG00000106665	protein_coding	CLIP2
ENSG00000149926	protein_coding	FAM57B
ENSG00000169131	protein_coding	ZNF354A
ENSG00000111666	protein_coding	CHPT1
ENSG00000139351	protein_coding	SYCP3
ENSG00000162174	protein_coding	ASRGL1
ENSG00000111670	protein_coding	GNPTAB
ENSG00000204936	protein_coding	CD177
ENSG00000135870	protein_coding	RC3H1
ENSG00000101246	protein_coding	ARFRP1
ENSG00000250420	transcribed_unprocessed_pseudogene	AACSP1
ENSG00000142657	protein_coding	PGD
ENSG00000136048	protein_coding	DRAM1
ENSG00000203896	protein_coding	LIME1
ENSG00000231208	antisense	ZBTB46-AS1
ENSG00000130584	protein_coding	ZBTB46
ENSG00000125520	protein_coding	SLC2A4RG
ENSG00000197114	protein_coding	ZGPAT
ENSG00000152061	protein_coding	RABGAP1L
ENSG00000216937	protein_coding	CCDC7
ENSG00000258366	protein_coding	RTEL1
ENSG00000160949	protein_coding	TONSL
ENSG00000178338	protein_coding	ZNF354B
ENSG00000003402	protein_coding	CFLAR
ENSG00000149021	protein_coding	SCGB1A1
ENSG00000102226	protein_coding	USP11
ENSG00000241563	protein_coding	CORT
ENSG00000162601	protein_coding	MYSM1
ENSG00000198948	protein_coding	MFAP3L
ENSG00000114656	protein_coding	KIAA1257
ENSG00000066455	protein_coding	GOLGA5
ENSG00000177646	protein_coding	ACAD9
ENSG00000006704	protein_coding	GTF2IRD1
ENSG00000226312	antisense	CFLAR-AS1
ENSG00000198939	protein_coding	ZFP2
ENSG00000124466	protein_coding	LYPD3
ENSG00000197771	protein_coding	MCMBP
ENSG00000124942	protein_coding	AHNAK
ENSG00000177098	protein_coding	SCN4B
ENSG00000075188	protein_coding	NUP37
ENSG00000187954	protein_coding	CYHR1
ENSG00000178187	protein_coding	ZNF454
ENSG00000185480	protein_coding	PARPBP
ENSG00000149925	protein_coding	ALDOA
ENSG00000142655	protein_coding	PEX14
ENSG00000017427	protein_coding	IGF1
ENSG00000160049	protein_coding	DFFA
ENSG00000176531	protein_coding	PHLDB3
ENSG00000149016	protein_coding	TUT1
ENSG00000254772	protein_coding	EEF1G
ENSG00000198380	protein_coding	GFPT1
ENSG00000177606	protein_coding	JUN
ENSG00000234284	protein_coding	ZNF879
ENSG00000147117	protein_coding	ZNF157
ENSG00000234807	lincRNA	LINC01135
ENSG00000176472	protein_coding	ZNF575
ENSG00000100604	protein_coding	CHGA
ENSG00000105755	protein_coding	ETHE1
ENSG00000177932	protein_coding	ZNF354C
ENSG00000149575	protein_coding	SCN2B
ENSG00000107651	protein_coding	SEC23IP
ENSG00000160973	protein_coding	FOXH1
ENSG00000167702	protein_coding	KIFC2
ENSG00000147124	protein_coding	ZNF41
ENSG00000237352	lincRNA	LINC01358
ENSG00000196741	lincRNA	LINC01560
ENSG00000109576	protein_coding	AADAT
ENSG00000078061	protein_coding	ARAF
ENSG00000102265	protein_coding	TIMP1
ENSG00000008056	protein_coding	SYN1
ENSG00000126759	protein_coding	CFP
ENSG00000169599	protein_coding	NFU1
ENSG00000177234	lincRNA	LINC01561
ENSG00000100605	protein_coding	ITPK1
ENSG00000227165	antisense	WDR11-AS1
ENSG00000166260	protein_coding	COX11
ENSG00000120008	protein_coding	WDR11
ENSG00000166263	protein_coding	STXBP4
ENSG00000150093	protein_coding	ITGB1
ENSG00000130940	protein_coding	CASZ1
ENSG00000165943	protein_coding	MOAP1
ENSG00000087116	protein_coding	ADAMTS2
ENSG00000153485	protein_coding	TMEM251
ENSG00000012963	protein_coding	UBR7
ENSG00000149480	protein_coding	MTA2
ENSG00000109133	protein_coding	TMEM33
ENSG00000115977	protein_coding	AAK1
ENSG00000196975	protein_coding	ANXA4
ENSG00000167378	protein_coding	IRGQ
ENSG00000234465	protein_coding	PINLYP
ENSG00000073050	protein_coding	XRCC1
ENSG00000160588	protein_coding	MPZL3
ENSG00000172456	protein_coding	FGGY
ENSG00000240682	protein_coding	ISY1
ENSG00000172780	protein_coding	RAB43
ENSG00000109586	protein_coding	GALNT7
ENSG00000167701	protein_coding	GPT
ENSG00000160972	protein_coding	PPP1R16A
ENSG00000011114	protein_coding	BTBD7
ENSG00000126767	protein_coding	ELK1
ENSG00000182308	protein_coding	DCAF4L1
ENSG00000014824	protein_coding	SLC30A9
ENSG00000126756	protein_coding	UXT
ENSG00000267064	antisense	UXT-AS1
ENSG00000164104	protein_coding	HMGB2
ENSG00000226763	protein_coding	SRRM5
ENSG00000131116	protein_coding	ZNF428
ENSG00000149923	protein_coding	PPP4C
ENSG00000124444	protein_coding	ZNF576
ENSG00000263001	protein_coding	GTF2I
ENSG00000176783	protein_coding	RUFY1
ENSG00000099250	protein_coding	NRP1
ENSG00000149499	protein_coding	EML3
ENSG00000149489	protein_coding	ROM1
ENSG00000164105	protein_coding	SAP30
ENSG00000105767	protein_coding	CADM4
ENSG00000169714	protein_coding	CNBP
ENSG00000167286	protein_coding	CD3D
ENSG00000139194	protein_coding	RBP5
ENSG00000227794	protein_coding	RPS18
ENSG00000231573	processed_transcript	HCG25
ENSG00000159403	protein_coding	C1R
ENSG00000205885	antisense	C1RL-AS1
ENSG00000139178	protein_coding	C1RL
ENSG00000178343	protein_coding	SHISA3
ENSG00000167700	protein_coding	MFSD3
ENSG00000011422	protein_coding	PLAUR
ENSG00000164107	protein_coding	HAND2
ENSG00000221994	protein_coding	ZNF630
ENSG00000120948	protein_coding	TARDBP
ENSG00000197779	protein_coding	ZNF81
ENSG00000147118	protein_coding	ZNF182
ENSG00000149922	protein_coding	TBX6
ENSG00000134716	protein_coding	CYP2J2
ENSG00000187581	protein_coding	COX8C
ENSG00000009724	protein_coding	MASP2
ENSG00000108960	protein_coding	MMD
ENSG00000090238	protein_coding	YPEL3
ENSG00000181789	protein_coding	COPG1
ENSG00000087338	protein_coding	GMCL1
ENSG00000124406	protein_coding	ATP8A1
ENSG00000149541	protein_coding	B3GAT3
ENSG00000166292	protein_coding	TMEM100
ENSG00000229396	processed_transcript	DAXX
ENSG00000160957	protein_coding	RECQL4
ENSG00000172425	protein_coding	TTC36
ENSG00000118096	protein_coding	IFT46
ENSG00000141179	protein_coding	PCTP
ENSG00000110344	protein_coding	UBE4A
ENSG00000233450	protein_coding	KIFC1
ENSG00000095139	protein_coding	ARCN1
ENSG00000118058	protein_coding	KMT2A
ENSG00000149582	protein_coding	TMEM25
ENSG00000102886	protein_coding	GDPD3
ENSG00000183260	protein_coding	ABHD16B
ENSG00000162599	protein_coding	NFIA
ENSG00000059728	protein_coding	MXD1
ENSG00000124380	protein_coding	SNRNP27
ENSG00000175785	protein_coding	PRIMA1
ENSG00000066468	protein_coding	FGFR2
ENSG00000274822	miRNA	MIR6762
ENSG00000265156	snoRNA	SNORD52
ENSG00000200530	snoRNA	SNORD35B
ENSG00000207500	snoRNA	SNORD102
ENSG00000283840	miRNA	MIR6764
ENSG00000276181	miRNA	MIR6794
ENSG00000280889	snoRNA	SNORD24
ENSG00000275818	miRNA	MIR6818
ENSG00000207468	snoRNA	SNORA19
ENSG00000283764	miRNA	MIR6850
ENSG00000238597	snoRNA	SNORD4B
ENSG00000222365	snoRNA	SNORD12B
ENSG00000252947	scaRNA	SCARNA1
ENSG00000200534	snoRNA	SNORA33
ENSG00000278670	protein_coding	GP6
ENSG00000275967	miRNA	MIR6880
ENSG00000265252	miRNA	MIR3132
ENSG00000284458	miRNA	MIR1304
ENSG00000276580	miRNA	MIR8055
ENSG00000273945	miRNA	MIR6853
ENSG00000284284	miRNA	MIR4712
ENSG00000284159	miRNA	MIR3940
ENSG00000249020	snoRNA	SNORA58
ENSG00000284179	miRNA	MIR7-1
ENSG00000238650	snoRNA	SNORD54
ENSG00000209582	snoRNA	SNORA48
ENSG00000278261	snoRNA	SNORD1A
ENSG00000201558	snRNA	RNVU1-6
ENSG00000263764	snoRNA	SNORD43
ENSG00000277846	snoRNA	SNORD30
ENSG00000276787	protein_coding	FAN1
ENSG00000061938	protein_coding	TNK2
ENSG00000283836	miRNA	MIR6734
ENSG00000276270	miRNA	MIR6799
ENSG00000284197	miRNA	MIR658
ENSG00000264425	miRNA	MIR4653
ENSG00000199133	miRNA	MIRLET7D
ENSG00000276712	miRNA	MIR7111
ENSG00000275165	protein_coding	TSEN34
ENSG00000202538	snRNA	RNU4-2
ENSG00000278223	miRNA	MIR6783
ENSG00000265407	miRNA	MIR4324
ENSG00000207405	snoRNA	SNORA64
ENSG00000239183	snoRNA	SNORA84
ENSG00000274697	miRNA	MIR6761
ENSG00000263945	miRNA	MIR548Y
ENSG00000211513	miRNA	MIR320E
ENSG00000200087	snoRNA	SNORA73B
ENSG00000207650	miRNA	MIR570
ENSG00000221716	snoRNA	SNORA11
ENSG00000284436	miRNA	MIR6869
ENSG00000207392	snoRNA	SNORA20
ENSG00000209042	snoRNA	SNORD12C
ENSG00000207297	snoRNA	SNORD7
ENSG00000238942	snoRNA	SNORD2
ENSG00000206834	snoRNA	SNORA1
ENSG00000208009	miRNA	MIR130A
ENSG00000278161	protein_coding	TFPT
ENSG00000277387	miRNA	MIR8058
ENSG00000278204	miRNA	MIR6857
ENSG00000207421	snoRNA	SNORD38B
ENSG00000221410	miRNA	MIR1238
ENSG00000266751	miRNA	MIR3661
ENSG00000284163	miRNA	MIR3620
ENSG00000276769	miRNA	MIR6752
ENSG00000280498	snoRNA	SNORA16A
ENSG00000272296	snoRNA	SNORD96A
ENSG00000274091	snoRNA	SNORD1C
ENSG00000275994	snoRNA	SNORA24
ENSG00000281024	protein_coding	SURF2
ENSG00000252577	scaRNA	SCARNA20
ENSG00000206650	snoRNA	SNORA70G
ENSG00000239002	snoRNA	SCARNA10
ENSG00000200156	snRNA	RNU5B-1
ENSG00000277184	snoRNA	SNORA9
ENSG00000206937	snoRNA	SNORA70B
ENSG00000202111	misc_RNA	VTRNA1-2
ENSG00000129932	protein_coding	DOHH
ENSG00000264934	miRNA	MIR4265
ENSG00000277057	miRNA	MIR6779
ENSG00000207757	miRNA	MIR93
ENSG00000206712	snRNA	RNU6-26P
ENSG00000273544	snoRNA	SNORA44
ENSG00000202503	snoRNA	SNORD34
ENSG00000199744	snoRNA	SNORD36A
ENSG00000238835	snoRNA	SCARNA18
ENSG00000207165	snoRNA	SNORA70
ENSG00000201403	snoRNA	SNORD14B
ENSG00000207445	snoRNA	SNORD15B
ENSG00000273896	protein_coding	TSEN34
ENSG00000275373	miRNA	MIR6124
ENSG00000274805	miRNA	MIR6768
ENSG00000199266	snoRNA	SNORA60
ENSG00000278447	miRNA	MIR6781
ENSG00000199477	snoRNA	SNORA31
ENSG00000207280	snoRNA	SNORD20
ENSG00000263666	snoRNA	SNORA70D
ENSG00000281766	protein_coding	RYBP
ENSG00000199568	snRNA	RNU5A-1
ENSG00000206611	snoRNA	SNORD24
ENSG00000275633	protein_coding	GP6
ENSG00000221063	miRNA	MIR1296
ENSG00000284595	miRNA	MIR6785
ENSG00000284216	miRNA	MIR1909
ENSG00000263790	miRNA	MIR4473
ENSG00000199347	snRNA	RNU5E-1
ENSG00000283845	miRNA	MIR4721
ENSG00000275924	miRNA	MIR6807
ENSG00000264585	miRNA	MIR4449
ENSG00000284139	miRNA	MIR1234
ENSG00000221420	snoRNA	SNORA81
ENSG00000274544	snoRNA	SNORD28
ENSG00000278851	miRNA	MIR6879
ENSG00000283204	miRNA	MIR4434
ENSG00000266852	miRNA	MIR4482
ENSG00000274734	protein_coding	ARHGAP11B
ENSG00000201544	snoRNA	SNORA16B
ENSG00000199753	snoRNA	SNORD104
ENSG00000283920	miRNA	MIR6743
ENSG00000221230	miRNA	MIR548L
ENSG00000201487	snoRNA	SNORD45B
ENSG00000208028	miRNA	MIR616
ENSG00000207475	snoRNA	SNORA80E
ENSG00000206680	snoRNA	SNORD21
ENSG00000284343	miRNA	MIR631
ENSG00000276323	protein_coding	TFPT
ENSG00000207874	miRNA	MIR610
ENSG00000199053	miRNA	MIR324
ENSG00000284280	miRNA	MIR6843
ENSG00000278712	protein_coding	TSEN34
ENSG00000278426	protein_coding	LENG1
ENSG00000212296	snoRNA	SNORD72
ENSG00000284585	miRNA	MIR4722
ENSG00000284412	miRNA	MIR4649
ENSG00000265423	miRNA	MIR4652
ENSG00000283821	miRNA	MIR6875
ENSG00000207166	snoRNA	SNORA68
ENSG00000277209	ribozyme	RPPH1
ENSG00000265641	miRNA	MIR3929
ENSG00000283728	miRNA	MIR7108
ENSG00000284149	miRNA	MIR4784
ENSG00000266299	miRNA	MIR3118-1
ENSG00000199785	snoRNA	SNORA52
ENSG00000284229	miRNA	MIR6848
ENSG00000206838	snoRNA	SNORA5A
ENSG00000273932	miRNA	MIR6877
ENSG00000221381	snoRNA	SNORD88B
ENSG00000221676	snRNA	RNU6ATAC
ENSG00000212493	snoRNA	SNORD19
ENSG00000221116	snoRNA	SNORD110
ENSG00000277512	snoRNA	SNORD65
ENSG00000200785	snoRNA	SNORD8
ENSG00000278349	miRNA	MIR6754
ENSG00000266300	snoRNA	SNORD52
ENSG00000221033	miRNA	MIR1272
ENSG00000207145	snoRNA	SNORA18
ENSG00000277872	miRNA	MIR6817
ENSG00000276027	snRNA	RNU12
ENSG00000276022	protein_coding	TFPT
ENSG00000202031	snoRNA	SNORD38A
ENSG00000274796	protein_coding	TSEN34
ENSG00000200259	snoRNA	SNORD35A
ENSG00000277681	miRNA	MIR6739
ENSG00000166847	protein_coding	DCTN5
ENSG00000174106	protein_coding	LEMD3
ENSG00000162909	protein_coding	CAPN2
