well,well_plate,Antibody,Gene,ENSG,U-2 OS (tpm),Gene desc,Results_final_update,Compartment
B08,B08_55355986,HPA053746,SLA2,ENSG00000101082,0.07,Src-like-adaptor 2,notccd,Cell
C08,C08_55355986,HPA053785,ESRRA,ENSG00000173153,21.37,estrogen-related receptor alpha,ccd,not found in excel lookup
D08,D08_55355986,HPA053915,DHRS2,ENSG00000100867,1333.27,dehydrogenase/reductase (SDR family) member 2,notccd,Cell
E08,E08_55355986,HPA054018,TRA2A,ENSG00000164548,77.26,transformer 2 alpha homolog (Drosophila),no variation,not found in excel lookup
F08,F08_55355986,HPA054039,COL4A1,ENSG00000187498,122.95,"collagen, type IV, alpha 1",notccd,Cell
G08,G08_55355986,HPA054064,TM2D3,ENSG00000184277,34.08,TM2 domain containing 3,ccd,Cell
H08,H08_55355986,HPA054095,ZNF689,ENSG00000156853,5.21,zinc finger protein 689,ccd,nucleus
A09,A09_55355986,HPA054167,CCHCR1,ENSG00000204536,5.18,coiled-coil alpha-helical rod protein 1,negative,not found in excel lookup
B09,B09_55355986,HPA054200,VTCN1,ENSG00000134258,0.16,V-set domain containing T cell activation inhibitor 1,notccd,Cell
C09,C09_55355986,HPA054289,NME7,ENSG00000143156,51.87,NME/NM23 family member 7,no variation,not found in excel lookup
D09,D09_55355986,HPA054320,ATR,ENSG00000175054,6.87,ATR serine/threonine kinase,ccd,Cell
E09,E09_55355986,HPA054327,TDRD10,ENSG00000163239,0.07,tudor domain containing 10,negative,not found in excel lookup
F09,F09_55355986,HPA054352,SMYD3,ENSG00000185420,11.81,SET and MYND domain containing 3,negative,not found in excel lookup
G09,G09_55355986,HPA054364,NDUFAB1,ENSG00000004779,115.33,"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa",notccd,Cell
H09,H09_55355986,HPA054373,EREG,ENSG00000124882,0.7,epiregulin,no variation,not found in excel lookup
A10,A10_55355986,HPA054386,BABAM1,ENSG00000105393,55.92,BRISC and BRCA1 A complex member 1,notccd,Nucleus
B10,B10_55355986,HPA054395,PQLC2L,ENSG00000174899,0,PQ loop repeat containing 2-like,notccd,Nucleus
C10,C10_55355986,HPA054422,DUT,ENSG00000128951,191.46,deoxyuridine triphosphatase,notccd,Nucleus
D10,D10_55355986,HPA054443,FAM69B,ENSG00000165716,18.56,"family with sequence similarity 69, member B",notccd,Nucleus
E10,E10_55355986,HPA054476,IRAK1,ENSG00000184216,203.64,interleukin-1 receptor-associated kinase 1,notccd,Cell
F10,F10_55355986,HPA054483,PIN4,ENSG00000102309,19.3,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",ccd,nucleus
G10,G10_55355986,HPA054494,NOD2,ENSG00000167207,0.17,nucleotide-binding oligomerization domain containing 2,notccd,Cell
H10,H10_55355986,HPA054512,ZSCAN9,ENSG00000137185,19.26,zinc finger and SCAN domain containing 9,notccd,Nucleus
A11,A11_55355986,HPA054590,EIF3K,ENSG00000178982,123.96,"eukaryotic translation initiation factor 3, subunit K",notccd,Cytosol
B11,B11_55355986,HPA054639,ZNF394,ENSG00000160908,12.76,zinc finger protein 394,ccd,nucleus
C11,C11_55355986,HPA054653,RLF,ENSG00000117000,14.76,rearranged L-myc fusion,notccd,Nucleus
D11,D11_55355986,HPA054663,FOSB,ENSG00000125740,0.69,FBJ murine osteosarcoma viral oncogene homolog B,negative,not found in excel lookup
E11,E11_55355986,HPA054664,IRS2,ENSG00000185950,0.09,insulin receptor substrate 2,negative,not found in excel lookup
F11,F11_55355986,HPA054678,GPR50,ENSG00000102195,0.05,G protein-coupled receptor 50,no variation,not found in excel lookup
G11,G11_55355986,HPA054695,RABGAP1L,ENSG00000152061,10.36,RAB GTPase activating protein 1-like,notccd,Cell
H11,H11_55355986,HPA054738,ZNF35,ENSG00000169981,5.54,zinc finger protein 35,negative,not found in excel lookup
A12,A12_55355986,HPA054745,BCAS1,ENSG00000064787,0.19,breast carcinoma amplified sequence 1,negative,not found in excel lookup
B12,B12_55355986,HPA054802,ZMYM4,ENSG00000146463,40.67,"zinc finger, MYM-type 4",notccd,Nucleus
C12,C12_55355986,HPA054813,DOLK,ENSG00000175283,9.59,dolichol kinase,negative,not found in excel lookup
D12,D12_55355986,HPA054902,PSMB7,ENSG00000136930,252.7,proteasome subunit beta 7,notccd,Cell
E12,E12_55355986,HPA054937,EXOC8,ENSG00000183291,127.97,15 kDa selenoprotein,notccd,Cell
F12,F12_55355986,HPA054967,ATMIN,ENSG00000166454,21.7,ATM interactor,negative,not found in excel lookup
G12,G12_55355986,HPA054981,HOXC6,ENSG00000197757,21.27,homeobox C6,ccd,nucleus
A01,A01_55365987,HPA055027,C19orf38,ENSG00000214212,0.07,chromosome 19 open reading frame 38,notccd,Cytosol
B01,B01_55365987,HPA055052,SOX12,ENSG00000177732,36.75,SRY (sex determining region Y)-box 12,ccd,nucleus
C01,C01_55365987,HPA055107,CCND3,ENSG00000112576,48.89,cyclin D3,notccd,Cell
D01,D01_55365987,HPA055174,MSMP,ENSG00000215183,0,"microseminoprotein, prostate associated",notccd,Cell
E01,E01_55365987,HPA055211,IVL,ENSG00000163207,0.24,involucrin,no variation,not found in excel lookup
F01,F01_55365987,HPA055238,NHLH2,ENSG00000177551,0.03,nescient helix loop helix 2,ccd,nucleus
G01,G01_55365987,HPA055272,DDA1,ENSG00000130311,9.29,DET1 and DDB1 associated 1,notccd,Nucleus
H01,H01_55365987,HPA055344,HPSE,ENSG00000173083,4.6,heparanase,notccd,Nucleus
A02,A02_55365987,HPA055357,ZHX1,ENSG00000165156,56.05,zinc fingers and homeoboxes 1,notccd,Nucleus
B02,B02_55365987,HPA055371,MAFF,ENSG00000185022,19.28,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F,ccd,Cell
C02,C02_55365987,HPA055380,IFIT1,ENSG00000185745,4.41,interferon-induced protein with tetratricopeptide repeats 1,notccd,Cytosol
D02,D02_55365987,HPA055406,ATF1,ENSG00000123268,40.79,activating transcription factor 1,no variation,not found in excel lookup
E02,E02_55365987,HPA055416,MYBL2,ENSG00000101057,280.33,v-myb avian myeloblastosis viral oncogene homolog-like 2,ccd,nucleus
F02,F02_55365987,HPA055435,APOL4,ENSG00000100336,0.2,"apolipoprotein L, 4",negative,not found in excel lookup
G02,G02_55365987,HPA055466,PSMA4,ENSG00000041357,311.49,proteasome subunit alpha 4,notccd,Cell
H02,H02_55365987,HPA055471,SPRY4,ENSG00000187678,0.41,sprouty RTK signaling antagonist 4,negative,not found in excel lookup
A03,A03_55365987,HPA055544,FTSJ3,ENSG00000108592,74.67,FtsJ homolog 3 (E. coli),notccd,nucleus
B03,B03_55365987,HPA055552,IL13RA2,ENSG00000123496,0.46,"interleukin 13 receptor, alpha 2",notccd,nucleus
C03,C03_55365987,HPA055612,CARD10,ENSG00000100065,29.2,"caspase recruitment domain family, member 10",notccd,Cell
D03,D03_55365987,HPA055706,PLAGL1,ENSG00000118495,40.28,pleiomorphic adenoma gene-like 1,ccd,Cell
E03,E03_55365987,HPA055725,LYST,ENSG00000143669,1.17,lysosomal trafficking regulator,ccd,nucleus
F03,F03_55365987,HPA055753,COL2A1,ENSG00000139219,0.25,"collagen, type II, alpha 1",notccd,Nucleus
G03,G03_55365987,HPA055765,MRPS5,ENSG00000144029,73.17,mitochondrial ribosomal protein S5,notccd,Cell
H03,H03_55365987,HPA055779,ZNF672,ENSG00000171161,10.94,zinc finger protein 672,ccd,nucleus
A04,A04_55365987,HPA055839,KAT2B,ENSG00000114166,5.94,K(lysine) acetyltransferase 2B,no variation,not found in excel lookup
B04,B04_55365987,HPA055861,CREBBP,ENSG00000005339,36,CREB binding protein,ccd,nucleus
C04,C04_55365987,HPA055938,TNNI2,ENSG00000130598,0.49,"troponin I type 2 (skeletal, fast)",no variation,not found in excel lookup
D04,D04_55365987,HPA055941,XAGE5,ENSG00000171405,22.98,"X antigen family, member 5",notccd,nucleus
E04,E04_55365987,HPA055964,KLF2,ENSG00000127528,9.79,Kruppel-like factor 2,no variation,not found in excel lookup
F04,F04_55365987,HPA056027,SMIM24,ENSG00000095932,0.5,small integral membrane protein 24,no variation,not found in excel lookup
G04,G04_55365987,HPA056030,GFAP,ENSG00000131095,1.21,glial fibrillary acidic protein,notccd,Cell
H04,H04_55365987,HPA056039,POU3F3,ENSG00000198914,4.79,POU class 3 homeobox 3,negative,not found in excel lookup
A05,A05_55365987,HPA056054,KCNK2,ENSG00000082482,0.72,"potassium channel, two pore domain subfamily K, member 2",notccd,Cell
B05,B05_55365987,HPA056073,DYRK4,ENSG00000010219,5.21,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4,notccd,Cell
C05,C05_55365987,HPA056131,SOWAHC,ENSG00000198142,22.27,sosondowah ankyrin repeat domain family member C,notccd,cytosol
D05,D05_55365987,HPA056191,HMP19,ENSG00000170091,0.05,HMP19 protein,no variation,not found in excel lookup
E05,E05_55365987,HPA056220,DNAAF3,ENSG00000167646,4.18,"dynein, axonemal, assembly factor 3",notccd,Cell
F05,F05_55365987,HPA056288,CCNI2,ENSG00000205089,0.03,"cyclin I family, member 2",ccd,Cell
G05,G05_55365987,HPA056390,CREG1,ENSG00000143162,41.32,cellular repressor of E1A-stimulated genes 1,negative,not found in excel lookup
H05,H05_55365987,HPA056479,MFNG,ENSG00000100060,5.91,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,negative,not found in excel lookup
A06,A06_55365987,HPA056498,RNF215,ENSG00000099999,14.21,ring finger protein 215,no variation,not found in excel lookup
B06,B06_55365987,HPA056542,LOXL2,ENSG00000134013,110.08,lysyl oxidase-like 2,notccd,Nucleus
C06,C06_55365987,HPA056646,FAM122A,ENSG00000187866,5.34,family with sequence similarity 122A,notccd,Nucleus
D06,D06_55365987,HPA056762,MXI1,ENSG00000119950,18.49,"MAX interactor 1, dimerization protein",notccd,Nucleus
E06,E06_55365987,HPA056792,ARGLU1,ENSG00000134884,71.41,arginine and glutamate rich 1,notccd,Cell
F06,F06_55365987,HPA056837,DOCK5,ENSG00000147459,16.26,dedicator of cytokinesis 5,notccd,Cytosol
G06,G06_55365987,HPA056856,XPA,ENSG00000136936,15.07,"xeroderma pigmentosum, complementation group A",ccd,not found in excel lookup
H06,H06_55365987,HPA056962,C2orf16,ENSG00000221843,0.86,chromosome 2 open reading frame 16,notccd,Nucleus
A07,A07_55365987,HPA056991,FAM3A,ENSG00000071889,12.56,"family with sequence similarity 3, member A",ccd,nucleus
B07,B07_55365987,HPA056994,RRM2,ENSG00000171848,240.51,ribonucleotide reductase M2,ccd,cytosol
C07,C07_55365987,HPA057002,AKR1D1,ENSG00000122787,0.14,"aldo-keto reductase family 1, member D1",notccd,Cell
D07,D07_55365987,HPA057067,WBP1,ENSG00000239779,36.32,WW domain binding protein 1,notccd,Cytosol
E07,E07_55365987,HPA057076,TFAP2C,ENSG00000087510,0.49,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma),ccd,Nucleus
F07,F07_55365987,HPA057089,TNFAIP8,ENSG00000145779,8.17,"tumor necrosis factor, alpha-induced protein 8",notccd,Nucleus
G07,G07_55365987,HPA057143,NUAK1,ENSG00000074590,29.2,"NUAK family, SNF1-like kinase, 1",ccd,nucleus
H07,H07_55365987,HPA057160,TMEM175,ENSG00000127419,3.17,transmembrane protein 175,notccd,Nucleus
A08,A08_55365987,HPA057174,TSPAN14,ENSG00000108219,60.8,tetraspanin 14,negative,not found in excel lookup
B08,B08_55365987,HPA057179,CXCL8,ENSG00000169429,5.16,chemokine (C-X-C motif) ligand 8,no variation,not found in excel lookup
C08,C08_55365987,HPA057203,SNX9,ENSG00000130340,17.91,sorting nexin 9,notccd,Cytosol
D08,D08_55365987,HPA057251,NUPL2,ENSG00000136243,20.77,nucleoporin like 2,notccd,Cell
E08,E08_55365987,HPA057253,PRDM8,ENSG00000152784,1.07,PR domain containing 8,notccd,nucleus
F08,F08_55365987,HPA057266,CAD,ENSG00000084774,49.79,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",notccd,Nucleus
G08,G08_55365987,HPA057280,RANGRF,ENSG00000108961,28.47,RAN guanine nucleotide release factor,ccd,nucleus
H08,H08_55365987,HPA057285,GINS2,ENSG00000131153,44.56,GINS complex subunit 2 (Psf2 homolog),notccd,Nucleus
A09,A09_55365987,HPA057299,INTS8,ENSG00000164941,20.32,integrator complex subunit 8,ccd,nucleus
B09,B09_55365987,HPA057302,XAF1,ENSG00000132530,1.02,XIAP associated factor 1,ccd,Cell
C09,C09_55365987,HPA057316,ATP6V1D,ENSG00000100554,132.14,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",ccd,nucleus
D09,D09_55365987,HPA057345,TCEAL1,ENSG00000172465,8.04,transcription elongation factor A (SII)-like 1,notccd,Nucleus
E09,E09_55365987,HPA057346,HPDL,ENSG00000186603,0.35,4-hydroxyphenylpyruvate dioxygenase-like,notccd,Cell
F09,F09_55365987,HPA057428,PCP2,ENSG00000174788,0.61,Purkinje cell protein 2,ccd,nucleus
G09,G09_55365987,HPA057436,SUZ12,ENSG00000178691,39.94,SUZ12 polycomb repressive complex 2 subunit,ccd,nucleus
H09,H09_55365987,HPA057526,DNA2,ENSG00000138346,21.85,DNA replication helicase/nuclease 2,notccd,Cell
A10,A10_55365987,HPA057552,TRUB1,ENSG00000165832,13.71,TruB pseudouridine (psi) synthase family member 1,negative,not found in excel lookup
B10,B10_55365987,HPA057595,C12orf65,ENSG00000130921,27.87,chromosome 12 open reading frame 65,notccd,Cell
C10,C10_55365987,HPA057636,PJA2,ENSG00000198961,32.21,"praja ring finger 2, E3 ubiquitin protein ligase",notccd,Cell
D10,D10_55365987,HPA057638,BTBD16,ENSG00000138152,0.05,BTB (POZ) domain containing 16,ccd,nucleus
E10,E10_55365987,HPA057648,CDK2AP1,ENSG00000111328,159.95,cyclin-dependent kinase 2 associated protein 1,no variation,not found in excel lookup
F10,F10_55365987,HPA057705,GHR,ENSG00000112964,2.25,growth hormone receptor,notccd,Cell
G10,G10_55365987,HPA057768,COA5,ENSG00000183513,16.68,cytochrome c oxidase assembly factor 5,notccd,Cell
H10,H10_55365987,HPA057814,RAMP1,ENSG00000132329,0.7,receptor (G protein-coupled) activity modifying protein 1,no variation,not found in excel lookup
A11,A11_55365987,HPA057849,PCMTD2,ENSG00000203880,11.01,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,notccd,Cell
B11,B11_55365987,HPA057906,SLC10A7,ENSG00000120519,6.2,"solute carrier family 10, member 7",ccd,nucleus
C11,C11_55365987,HPA058111,SETD7,ENSG00000145391,39.41,SET domain containing (lysine methyltransferase) 7,notccd,Nucleus
D11,D11_55365987,HPA058132,WDR1,ENSG00000071127,184.76,WD repeat domain 1,notccd,Cytosol
E11,E11_55365987,HPA058216,DNMBP,ENSG00000107554,15.72,dynamin binding protein,ccd,nucleus
F11,F11_55365987,HPA058265,DVL3,ENSG00000161202,31.3,dishevelled segment polarity protein 3,negative;ccd_biologically defined,not found in excel lookup
G11,G11_55365987,HPA058276,KLF11,ENSG00000172059,16.91,Kruppel-like factor 11,ccd,nucleus
H11,H11_55365987,HPA058335,COL11A1,ENSG00000060718,27.02,"collagen, type XI, alpha 1",negative,not found in excel lookup
A12,A12_55365987,HPA058378,SYDE2,ENSG00000097096,3.95,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",notccd,Cell
B12,B12_55365987,HPA058400,UXT,ENSG00000126756,165.13,"ubiquitously-expressed, prefoldin-like chaperone",ccd,nucleus
C12,C12_55365987,HPA058416,DDIT3,ENSG00000175197,18.35,DNA-damage-inducible transcript 3,notccd,Nucleus
D12,D12_55365987,HPA058481,TNNC2,ENSG00000101470,0.42,troponin C type 2 (fast),ccd,Cell
E12,E12_55365987,HPA058484,SETDB1,ENSG00000143379,16.53,"SET domain, bifurcated 1",notccd,nucleus
F12,F12_55365987,HPA058495,CAPSL,ENSG00000152611,2.29,calcyphosine-like,notccd,Nucleus
G12,G12_55365987,HPA058513,KREMEN1,ENSG00000183762,5.27,kringle containing transmembrane protein 1,notccd,Nucleus
A01,A01_55375988,HPA058547,CYB5A,ENSG00000166347,88.94,cytochrome b5 type A (microsomal),notccd,Cell
B01,B01_55375988,HPA058559,POU2F1,ENSG00000143190,5.61,POU class 2 homeobox 1,notccd,Cell
C01,C01_55375988,HPA058579,HEATR3,ENSG00000155393,10.81,HEAT repeat containing 3,notccd,Nucleus
D01,D01_55375988,HPA058608,CCL15,ENSG00000275718,0.02,chemokine (C-C motif) ligand 15,no variation,not found in excel lookup
E01,E01_55375988,HPA058614,LZIC,ENSG00000162441,51.83,leucine zipper and CTNNBIP1 domain containing,no variation,not found in excel lookup
F01,F01_55375988,HPA058656,SGCB,ENSG00000163069,17.12,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",notccd,Cytosol
G01,G01_55375988,HPA058799,TIPIN,ENSG00000075131,44.5,TIMELESS interacting protein,ccd,Cell
H01,H01_55375988,HPA058834,PPP2R3C,ENSG00000092020,14.52,"protein phosphatase 2, regulatory subunit B'', gamma",notccd,Cytosol
A02,A02_55375988,HPA058899,ADAT3,ENSG00000213638,2.94,"adenosine deaminase, tRNA-specific 3",notccd,Nucleus
B02,B02_55375988,HPA058904,GAS2,ENSG00000148935,0.52,growth arrest-specific 2,notccd,Nucleus
C02,C02_55375988,HPA059015,FAU,ENSG00000149806,813.78,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed,notccd,Cytosol
D02,D02_55375988,HPA059056,CPEB3,ENSG00000107864,0.72,cytoplasmic polyadenylation element binding protein 3,notccd,Nucleus
E02,E02_55375988,HPA059074,ARNTL2,ENSG00000029153,32.75,aryl hydrocarbon receptor nuclear translocator-like 2,notccd,Nucleus
F02,F02_55375988,HPA059150,ITIH2,ENSG00000151655,0.03,inter-alpha-trypsin inhibitor heavy chain 2,negative,not found in excel lookup
G02,G02_55375988,HPA059151,FN3K,ENSG00000167363,1.64,fructosamine 3 kinase,negative,not found in excel lookup
H02,H02_55375988,HPA059156,JMJD6,ENSG00000070495,35.33,jumonji domain containing 6,notccd,Nucleus
A03,A03_55375988,HPA059189,NAA38,ENSG00000183011,54.47,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",notccd,Nucleus
B03,B03_55375988,HPA059242,N6AMT1,ENSG00000156239,5.48,N-6 adenine-specific DNA methyltransferase 1 (putative),ccd,nucleus
C03,C03_55375988,HPA059243,DCX,ENSG00000077279,0.03,doublecortin,negative,not found in excel lookup
D03,D03_55375988,HPA059315,GSS,ENSG00000100983,58.39,glutathione synthetase,negative,not found in excel lookup
E03,E03_55375988,HPA059339,ZDHHC12,ENSG00000160446,40.74,"zinc finger, DHHC-type containing 12",ccd,nucleus
F03,F03_55375988,HPA059385,SAMD4B,ENSG00000179134,53.51,sterile alpha motif domain containing 4B,notccd,cytosol
G03,G03_55375988,HPA059474,JUN,ENSG00000177606,63.57,jun proto-oncogene,ccd,nucleus
H03,H03_55375988,HPA059475,UGT3A2,ENSG00000168671,0.07,"UDP glycosyltransferase 3 family, polypeptide A2",ccd,Cell
A04,A04_55375988,HPA059486,PHTF1,ENSG00000116793,25.21,putative homeodomain transcription factor 1,notccd,Nucleus
B04,B04_55375988,HPA059518,C14orf39,ENSG00000179008,13.15,chromosome 14 open reading frame 39,notccd,Nucleus
C04,C04_55375988,HPA059654,DTX3,ENSG00000178498,16.23,"deltex 3, E3 ubiquitin ligase",ccd,Cell
D04,D04_55375988,HPA059673,HHIPL2,ENSG00000143512,0.34,HHIP-like 2,notccd,Cell
E04,E04_55375988,HPA059696,C19orf33,ENSG00000167644,176.74,chromosome 19 open reading frame 33,notccd,Cell
F04,F04_55375988,HPA059700,FOXQ1,ENSG00000164379,0.03,forkhead box Q1,notccd,Nucleus
G04,G04_55375988,HPA059791,GLO1,ENSG00000124767,175.75,glyoxalase I,notccd,Cell
H04,H04_55375988,HPA059843,FAM58A,ENSG00000262919,27.82,"family with sequence similarity 58, member A",ccd,Cell
A05,A05_55375988,HPA059921,STK26,ENSG00000134602,14.31,serine/threonine protein kinase 26,ccd,nucleus
B05,B05_55375988,HPA059928,C19orf53,ENSG00000104979,98.49,chromosome 19 open reading frame 53,ccd,nucleus
C05,C05_55375988,HPA059936,ONECUT3,ENSG00000205922,0.54,one cut homeobox 3,negative,not found in excel lookup
D05,D05_55375988,HPA060022,EHMT1,ENSG00000181090,32.47,euchromatic histone-lysine N-methyltransferase 1,notccd,Nucleus
E05,E05_55375988,HPA060158,FKBPL,ENSG00000204315,6.37,FK506 binding protein like,ccd,nucleus
F05,F05_55375988,HPA060163,SLC16A4,ENSG00000168679,0.81,"solute carrier family 16, member 4",notccd,cytosol
G05,G05_55375988,HPA060220,ESPN,ENSG00000187017,0.72,espin,negative,not found in excel lookup
H05,H05_55375988,HPA060231,TLR2,ENSG00000137462,0.04,toll-like receptor 2,ccd,Cell
A06,A06_55375988,HPA060290,SENP3,ENSG00000161956,48.65,SUMO1/sentrin/SMT3 specific peptidase 3,notccd,Nucleus
B06,B06_55375988,HPA060355,CNGB1,ENSG00000070729,0.26,cyclic nucleotide gated channel beta 1,notccd,cytosol
C06,C06_55375988,HPA060380,TRPS1,ENSG00000104447,7.49,trichorhinophalangeal syndrome I,negative,not found in excel lookup
D06,D06_55375988,HPA060452,NUDT16,ENSG00000198585,8.05,nudix (nucleoside diphosphate linked moiety X)-type motif 16,negative,not found in excel lookup
E06,E06_55375988,HPA060492,TMEM132A,ENSG00000006118,46.87,transmembrane protein 132A,notccd,Cell
F06,F06_55375988,HPA060655,TIMELESS,ENSG00000111602,47.89,timeless circadian clock,notccd,nucleus
G06,G06_55375988,HPA060766,AIG1,ENSG00000146416,30.44,androgen-induced 1,negative,not found in excel lookup
H06,H06_55375988,HPA060800,ID4,ENSG00000172201,9.63,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein",no variation,not found in excel lookup
A07,A07_55375988,HPA060841,MAFK,ENSG00000198517,85.63,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K,notccd,Nucleus
B07,B07_55375988,HPA060938,RHOBTB2,ENSG00000008853,13.51,Rho-related BTB domain containing 2,negative,not found in excel lookup
C07,C07_55375988,HPA060948,PGM2L1,ENSG00000165434,6.47,phosphoglucomutase 2-like 1,notccd,Cell
D07,D07_55375988,HPA060985,GDF11,ENSG00000135414,24.43,growth differentiation factor 11,notccd,Cell
E07,E07_55375988,HPA060991,ITGA2,ENSG00000164171,6.63,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",ccd,Cell
F07,F07_55375988,HPA061018,PLEKHO1,ENSG00000023902,26.91,"pleckstrin homology domain containing, family O member 1",negative,not found in excel lookup
G07,G07_55375988,HPA061027,CTR9,ENSG00000198730,29.67,"CTR9 homolog, Paf1/RNA polymerase II complex component",notccd,Nucleus
H07,H07_55375988,HPA061086,FAM63A,ENSG00000143409,5.92,"family with sequence similarity 63, member A",negative,not found in excel lookup
A08,A08_55375988,HPA061088,PPP1R15B,ENSG00000158615,33.1,"protein phosphatase 1, regulatory subunit 15B",notccd,Cell
B08,B08_55375988,HPA061094,WDR26,ENSG00000162923,16.21,WD repeat domain 26,no variation,not found in excel lookup
C08,C08_55375988,HPA061136,EPN1,ENSG00000063245,66.98,epsin 1,notccd,Cytosol
D08,D08_55375988,HPA061177,IMP3,ENSG00000177971,53.67,"IMP3, U3 small nucleolar ribonucleoprotein",notccd,Nucleus
E08,E08_55375988,HPA061178,RYBP,ENSG00000163602,0.6,RING1 and YY1 binding protein,notccd,Nucleus
F08,F08_55375988,HPA061180,SCAPER,ENSG00000140386,8.57,S-phase cyclin A-associated protein in the ER,notccd,Cytosol
G08,G08_55375988,HPA061280,GAPDH,ENSG00000111640,6445.89,glyceraldehyde-3-phosphate dehydrogenase,notccd,Cell
H08,H08_55375988,HPA061309,CD2BP2,ENSG00000169217,55.64,CD2 (cytoplasmic tail) binding protein 2,ccd,nucleus
A09,A09_55375988,HPA061420,PDZRN3,ENSG00000121440,1.57,PDZ domain containing ring finger 3,negative,not found in excel lookup
B09,B09_55375988,HPA061441,LPXN,ENSG00000110031,9.67,leupaxin,notccd,Cytosol
C09,C09_55375988,HPA061452,ICA1,ENSG00000003147,0.92,"islet cell autoantigen 1, 69kDa",negative,not found in excel lookup
D09,D09_55375988,HPA061464,MPO,ENSG00000005381,0.05,myeloperoxidase,notccd,Cell
E09,E09_55375988,HPA061506,PHLDB1,ENSG00000019144,25.53,"pleckstrin homology-like domain, family B, member 1",ccd,nucleus
F09,F09_55375988,HPA061531,RITA1,ENSG00000139405,21.22,RBPJ interacting and tubulin associated 1,notccd,Nucleus
G09,G09_55375988,HPA061568,CCDC63,ENSG00000173093,0.24,coiled-coil domain containing 63,notccd,Cell
H09,H09_55375988,HPA061582,SLC35F3,ENSG00000183780,5.4,"solute carrier family 35, member F3",no variation,not found in excel lookup
A10,A10_55375988,HPA061626,GTF2B,ENSG00000137947,29.06,general transcription factor IIB,notccd,Nucleus
B10,B10_55375988,HPA061670,SLBP,ENSG00000163950,75.34,stem-loop binding protein,ccd,nucleus
C10,C10_55375988,HPA061682,DIEXF,ENSG00000117597,8.64,digestive organ expansion factor homolog (zebrafish),negative,not found in excel lookup
D10,D10_55375988,HPA061763,HES6,ENSG00000144485,5.13,hes family bHLH transcription factor 6,notccd,Nucleus
E10,E10_55375988,HPA061787,BOC,ENSG00000144857,7.72,"BOC cell adhesion associated, oncogene regulated",notccd,nucleus
F10,F10_55375988,HPA061799,KIAA1143,ENSG00000163807,6.11,KIAA1143,ccd,nucleus
G10,G10_55375988,HPA061910,NUP85,ENSG00000125450,78.55,nucleoporin 85kDa,no variation,not found in excel lookup
H10,H10_55375988,HPA061946,ZNF202,ENSG00000166261,9.76,zinc finger protein 202,notccd,Cell
A11,A11_55375988,HPA061997,CHMP1B,ENSG00000255112,25.66,charged multivesicular body protein 1B,ccd,not found in excel lookup
B11,B11_55375988,HPA062028,GRASP,ENSG00000161835,2.52,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein,notccd,Cell
C11,C11_55375988,HPA062031,PHC3,ENSG00000173889,12.85,polyhomeotic homolog 3 (Drosophila),negative,not found in excel lookup
D11,D11_55375988,HPA062046,MBNL1,ENSG00000152601,57.72,muscleblind-like splicing regulator 1,no variation,not found in excel lookup
E11,E11_55375988,HPA062074,FAM167B,ENSG00000183615,1.04,"family with sequence similarity 167, member B",negative,not found in excel lookup
F11,F11_55375988,HPA062087,FDX1,ENSG00000137714,10.09,ferredoxin 1,negative,not found in excel lookup
G11,G11_55375988,HPA062187,PPIL3,ENSG00000240344,31.94,peptidylprolyl isomerase (cyclophilin)-like 3,negative,not found in excel lookup
H11,H11_55375988,HPA062195,NOC2L,ENSG00000188976,101.5,NOC2-like nucleolar associated transcriptional repressor,ccd,Cell
A12,A12_55375988,HPA062209,VN1R1,ENSG00000178201,0.11,vomeronasal 1 receptor 1,negative,not found in excel lookup
B12,B12_55375988,HPA062230,MAGEC2,ENSG00000046774,1.02,melanoma antigen family C2,notccd,Cell
C12,C12_55375988,HPA062422,XRCC3,ENSG00000126215,30.92,X-ray repair complementing defective repair in Chinese hamster cells 3,negative,not found in excel lookup
D12,D12_55375988,HPA062476,TCF3,ENSG00000071564,116.21,transcription factor 3,notccd,Cell
E12,E12_55375988,HPA062573,KATNBL1,ENSG00000134152,28.3,katanin p80 subunit B-like 1,negative;ccd_biologically defined,not found in excel lookup
F12,F12_55375988,HPA062575,MPPED2,ENSG00000066382,1.17,metallophosphoesterase domain containing 2,negative,not found in excel lookup
