hgnc_symbol,gene_id
OR7E129P,ENSG00000180770
ADAM6,ENSG00000271968
,ENSG00000225200
OR7E21P,ENSG00000251178
IGHV1-2,ENSG00000211934
IGHVIII-2-1,ENSG00000253780
IGHV1-3,ENSG00000211935
IGHV4-4,ENSG00000276775
,ENSG00000243781
,ENSG00000237418
,ENSG00000251618
,ENSG00000267725
COX6CP6,ENSG00000240156
ATP5MFP1,ENSG00000224421
HMGB1P36,ENSG00000243873
MAP2K6,ENSG00000108984
TCTEX1D2,ENSG00000213123
CAVIN1,ENSG00000177469
SLC34A2,ENSG00000157765
CHAF1B,ENSG00000159259
FAH,ENSG00000103876
,ENSG00000283174
,ENSG00000283166
RPLP0,ENSG00000089157
,ENSG00000283377
MTRNR2L11,ENSG00000270188
RBMY1E,ENSG00000242389
MTCYBP15,ENSG00000232154
CCDC15,ENSG00000149548
MTND6P15,ENSG00000225723
MTND5P18,ENSG00000227860
PPIAP19,ENSG00000228169
SHPRH,ENSG00000146414
YWHAQP9,ENSG00000230019
ROPN1B,ENSG00000114547
,ENSG00000232989
CA7,ENSG00000168748
,ENSG00000223890
,ENSG00000214071
KRT18P32,ENSG00000215149
RPS6P4,ENSG00000244571
PARD3B,ENSG00000116117
MIPEPP2,ENSG00000224783
MORC3,ENSG00000159256
HELQ,ENSG00000163312
,ENSG00000214210
STUM,ENSG00000203685
PCYT1A,ENSG00000161217
,ENSG00000227854
TBC1D3I,ENSG00000274933
HS3ST3A1,ENSG00000153976
OGFOD2,ENSG00000111325
,ENSG00000227444
RBMY2AP,ENSG00000226092
,ENSG00000277191
MAB21L4,ENSG00000172478
NIT2,ENSG00000114021
MOB1AP2,ENSG00000233810
ITPKB,ENSG00000143772
RBBP6,ENSG00000122257
ARHGEF3,ENSG00000163947
,ENSG00000237968
REG1B,ENSG00000172023
FSBP,ENSG00000265817
GAPDHP14,ENSG00000236056
,ENSG00000226987
HAUS4P1,ENSG00000226967
RPIAP1,ENSG00000267597
RPS27P5,ENSG00000238183
RAD54B,ENSG00000197275
FAM78A,ENSG00000126882
ANGPTL5,ENSG00000187151
OFD1P8Y,ENSG00000231159
,ENSG00000260497
CROCC2,ENSG00000226321
SI,ENSG00000090402
IGHV7-4-1,ENSG00000282122
IGHV2-5,ENSG00000211937
IGHVIII-5-1,ENSG00000253387
IGHVIII-5-2,ENSG00000254053
CEP126,ENSG00000110318
PIGN,ENSG00000197563
ACVR1C,ENSG00000123612
,ENSG00000239783
SIX3,ENSG00000138083
C4A,ENSG00000244731
GAPDHP54,ENSG00000226769
GORAB,ENSG00000120370
,ENSG00000215450
IGHV3-6,ENSG00000253763
IGHV3-7,ENSG00000211938
IGHV3-64D,ENSG00000282639
BCAT2,ENSG00000105552
IGHV5-10-1,ENSG00000282651
FAAH,ENSG00000117480
GAP43,ENSG00000172020
CDRT15P1,ENSG00000141028
ZNF142,ENSG00000115568
PKMP1,ENSG00000236480
MRC2,ENSG00000011028
COX10,ENSG00000006695
NPIPB6,ENSG00000198156
SPHK1,ENSG00000176170
,ENSG00000271623
,ENSG00000258472
TM4SF19-TCTEX1D2,ENSG00000273331
,ENSG00000250574
KLK3,ENSG00000142515
S100B,ENSG00000160307
F2RL2,ENSG00000164220
,ENSG00000272741
PIGS,ENSG00000087111
ADGRG1,ENSG00000205336
SLC51A,ENSG00000163959
LDLRAP1,ENSG00000157978
BCS1L,ENSG00000074582
RPL7AP60,ENSG00000213152
KIF15,ENSG00000163808
,ENSG00000257658
ATXN7L1,ENSG00000146776
,ENSG00000261499
MOB1A,ENSG00000114978
HSFY5P,ENSG00000232475
HECTD4,ENSG00000173064
,ENSG00000267518
USP9YP17,ENSG00000229553
PRPSAP1,ENSG00000161542
,ENSG00000261017
CYCSP23,ENSG00000253495
ENPP2,ENSG00000136960
GPATCH1,ENSG00000076650
NTN1,ENSG00000065320
SLITRK3,ENSG00000121871
SLC13A2,ENSG00000007216
PSEN2,ENSG00000143801
IGHV3-11,ENSG00000211941
IGHVIII-11-1,ENSG00000254215
,ENSG00000231848
PRMT7,ENSG00000132600
IGHV1-12,ENSG00000254174
PIP4P2,ENSG00000155099
IGHV3-13,ENSG00000211942
CLDN18,ENSG00000066405
,ENSG00000226345
IGHVIII-13-1,ENSG00000253412
TSPY2,ENSG00000168757
SIX2,ENSG00000170577
BCHE,ENSG00000114200
CDY12P,ENSG00000228850
,ENSG00000226624
PLPP7,ENSG00000160539
,ENSG00000251610
UBXN7,ENSG00000163960
HSPA5,ENSG00000044574
REG1A,ENSG00000115386
FAAHP1,ENSG00000232022
,ENSG00000259316
AMD1,ENSG00000123505
FOXN1,ENSG00000109101
DHRS9,ENSG00000073737
TSPYL2,ENSG00000184205
ELOCP15,ENSG00000232029
PRY2,ENSG00000169807
KRT8P36,ENSG00000240668
LNP1,ENSG00000206535
DZIP1L,ENSG00000158163
UNC119,ENSG00000109103
TOMM70,ENSG00000154174
,ENSG00000225240
REG1CP,ENSG00000204787
RNF168,ENSG00000163961
MYL6,ENSG00000092841
MTND4P17,ENSG00000242178
DXO,ENSG00000204348
MTND4LP10,ENSG00000240084
MTND3P7,ENSG00000240824
CNKSR3,ENSG00000153721
MTCO3P38,ENSG00000242456
MCUR1P2,ENSG00000242326
SMCO1,ENSG00000214097
,ENSG00000244429
AP1G1,ENSG00000166747
SPATA12,ENSG00000186451
FAM221B,ENSG00000204930
PCLAF,ENSG00000166803
TMEM42,ENSG00000169964
,ENSG00000274149
PSAT1P4,ENSG00000224962
,ENSG00000213358
,ENSG00000240458
RPS29P3,ENSG00000225770
NR1H4,ENSG00000012504
CBX1P5,ENSG00000231516
,ENSG00000239227
RBMY1F,ENSG00000169800
PMF1-BGLAP,ENSG00000260238
PPIAP74,ENSG00000220343
,ENSG00000285645
ASAP1,ENSG00000153317
TMEM8B,ENSG00000137103
ZNF324,ENSG00000083812
VPS37D,ENSG00000176428
WDR53,ENSG00000185798
BGLAP,ENSG00000242252
CXorf56,ENSG00000018610
,ENSG00000285287
ACSF3,ENSG00000176715
,ENSG00000226641
PAQR6,ENSG00000160781
SLC27A5,ENSG00000083807
KCNE3,ENSG00000175538
MAPK15,ENSG00000181085
TRIM9,ENSG00000100505
FBXO45,ENSG00000174013
CSNK1G1,ENSG00000169118
ZBBX,ENSG00000169064
OPRM1,ENSG00000112038
IGHV1-14,ENSG00000253709
IGHV3-15,ENSG00000211943
STK19,ENSG00000204344
RPS29P11,ENSG00000242640
IGHVII-15-1,ENSG00000253458
IGHV3-16,ENSG00000211944
,ENSG00000249277
ZNF446,ENSG00000083838
IGHVIII-16-1,ENSG00000283948
CYCSP27,ENSG00000255444
RPS27AP13,ENSG00000244159
SARS2,ENSG00000104835
IGHV1-17,ENSG00000254046
SLC20A1P2,ENSG00000273894
HINT2,ENSG00000137133
RGS20,ENSG00000147509
SMPD3,ENSG00000103056
WDR88,ENSG00000166359
HNRNPA1P40,ENSG00000212961
,ENSG00000286221
,ENSG00000254974
PGM2L1,ENSG00000165434
MTND4P9,ENSG00000250050
TSPY23P,ENSG00000229159
CENPN,ENSG00000166451
IGHV1-18,ENSG00000211945
RBMY2UP,ENSG00000225615
RBMY1KP,ENSG00000229234
,ENSG00000267184
AGO2,ENSG00000123908
IGHV3-19,ENSG00000253883
MTND4LP22,ENSG00000248133
OR13E1P,ENSG00000236083
TSPY22P,ENSG00000229940
MTND3P5,ENSG00000251353
FAM197Y9,ENSG00000234830
IGHV3-20,ENSG00000211946
MTCO3P44,ENSG00000248654
IGHV3-21,ENSG00000211947
CEP19,ENSG00000174007
,ENSG00000271074
IGHV3-22,ENSG00000253957
RPS5P7,ENSG00000225381
,ENSG00000231017
NRROS,ENSG00000174004
PGM3,ENSG00000013375
CPA5,ENSG00000158525
KCNJ16,ENSG00000153822
PPP4R1,ENSG00000154845
MEIS1,ENSG00000143995
KLHL4,ENSG00000102271
OTUD6B,ENSG00000155100
PIGX,ENSG00000163964
A4GNT,ENSG00000118017
MARCHF10,ENSG00000173838
LSAMP,ENSG00000185565
DNAJC30,ENSG00000176410
DBR1,ENSG00000138231
FBXO17,ENSG00000269190
MYL6B,ENSG00000196465
BUD23,ENSG00000071462
PMF1,ENSG00000160783
BZW1P2,ENSG00000198406
PTMAP8,ENSG00000243014
CDH15,ENSG00000129910
,ENSG00000259962
,ENSG00000269547
DMC1,ENSG00000100206
,ENSG00000243164
FBXO27,ENSG00000161243
,ENSG00000240393
SLC22A31,ENSG00000259803
,ENSG00000277171
AARSD1,ENSG00000266967
SMARCC2,ENSG00000139613
PAK2,ENSG00000180370
LDHAP2,ENSG00000235674
MRPS12,ENSG00000128626
,ENSG00000258320
PLXNB1,ENSG00000164050
VEZF1,ENSG00000136451
VENTXP3,ENSG00000257364
LRRTM1,ENSG00000162951
LYST,ENSG00000143669
,ENSG00000257113
ZNF778,ENSG00000170100
SERPINI2,ENSG00000114204
AHCYP3,ENSG00000233955
RPSAP15,ENSG00000237506
IGHVII-22-1,ENSG00000253345
IGHVIII-22-2,ENSG00000254045
PRKCD,ENSG00000163932
,ENSG00000271205
,ENSG00000225323
,ENSG00000260078
IGHV3-23,ENSG00000211949
CTNNA2,ENSG00000066032
AHCYL1,ENSG00000168710
HBA2,ENSG00000188536
SENP5,ENSG00000119231
SOX5,ENSG00000134532
IGHV1-24,ENSG00000211950
GNS,ENSG00000135677
HOMER2P2,ENSG00000238275
HMGN2P35,ENSG00000232875
,ENSG00000219329
ATMIN,ENSG00000166454
LCOR,ENSG00000196233
PTGES3L-AARSD1,ENSG00000108825
RPTOR,ENSG00000141564
,ENSG00000260643
EML2,ENSG00000125746
GDPD2,ENSG00000130055
ITIH2,ENSG00000151655
,ENSG00000283057
CMC2,ENSG00000103121
WDR49,ENSG00000174776
,ENSG00000237593
STX1A,ENSG00000106089
IPCEF1,ENSG00000074706
TSPY11P,ENSG00000238235
,ENSG00000271177
TMEM45A,ENSG00000181458
NCBP2,ENSG00000114503
SLC45A3,ENSG00000158715
HBA1,ENSG00000206172
CCDC81,ENSG00000149201
LRRC45,ENSG00000169683
PSMC5,ENSG00000087191
SLC16A14,ENSG00000163053
NR2F2,ENSG00000185551
NUCKS1,ENSG00000069275
HBQ1,ENSG00000086506
NCBP2AS2,ENSG00000270170
TTC37,ENSG00000198677
PIGZ,ENSG00000119227
FAM83H,ENSG00000180921
HMGN1P8,ENSG00000241120
CENPX,ENSG00000169689
IGHV3-25,ENSG00000253441
IGHVIII-25-1,ENSG00000253367
PDCD10,ENSG00000114209
IGHV2-26,ENSG00000211951
C16orf46,ENSG00000166455
,ENSG00000230237
IGHVIII-26-1,ENSG00000253462
RPSAP69,ENSG00000233487
IGHVII-26-2,ENSG00000253482
IGHV7-27,ENSG00000254326
IQANK1,ENSG00000203499
,ENSG00000275352
IGHV4-28,ENSG00000211952
REG3A,ENSG00000172016
,ENSG00000270446
PTGES3,ENSG00000110958
IGHVII-28-1,ENSG00000253149
DOP1A,ENSG00000083097
,ENSG00000284512
GCSH,ENSG00000140905
KCNJ2,ENSG00000123700
SRBD1,ENSG00000068784
CALM2P1,ENSG00000267170
SRSF1,ENSG00000136450
STX8,ENSG00000170310
RPL31P7,ENSG00000232083
,ENSG00000223427
MELTF,ENSG00000163975
PRRG2,ENSG00000126460
RBMY2FP,ENSG00000243040
TTTY25P,ENSG00000259247
GLDCP1,ENSG00000248590
IGHV3-32,ENSG00000254289
CDRT15,ENSG00000223510
RPS29P31,ENSG00000224279
PAICS,ENSG00000128050
MAN1C1,ENSG00000117643
GTF3C6,ENSG00000155115
,ENSG00000266086
SETDB1,ENSG00000143379
RPL35AP33,ENSG00000241334
TSPY21P,ENSG00000237902
PTGES3L,ENSG00000267060
,ENSG00000271056
EIF3CL,ENSG00000205609
NME9,ENSG00000181322
IGHV3-30,ENSG00000270550
IGHVII-30-1,ENSG00000253491
STX1B,ENSG00000099365
TSPY19P,ENSG00000234583
IGHV3-30-2,ENSG00000253587
WNT5B,ENSG00000111186
,ENSG00000235094
IGHV4-31,ENSG00000231475
IGSF11,ENSG00000144847
IGHVII-30-21,ENSG00000283607
IGHV3-29,ENSG00000270474
IGHV3-33,ENSG00000211955
IGHVII-33-1,ENSG00000254203
FTSJ3,ENSG00000108592
IGHV3-33-2,ENSG00000253440
SNRPCP8,ENSG00000250580
ALG1L2,ENSG00000251287
CDC37P2,ENSG00000261089
,ENSG00000275654
SLA2,ENSG00000101082
OR13H1,ENSG00000171054
,ENSG00000230706
OR5BH1P,ENSG00000242610
CAPZA1P,ENSG00000230956
UBE2V1P6,ENSG00000235995
,ENSG00000271693
OR13K1P,ENSG00000237225
FBXL14,ENSG00000171823
ENPP7P3,ENSG00000248618
FAM86HP,ENSG00000253540
OR1AA1P,ENSG00000234288
SP140,ENSG00000079263
TGIF2-RAB5IF,ENSG00000259399
,ENSG00000230973
CPXCR1,ENSG00000147183
OR7L1P,ENSG00000232787
OR5AW1P,ENSG00000229082
OR11N1P,ENSG00000185903
RWDD2A,ENSG00000013392
,ENSG00000271157
,ENSG00000228450
THEGL,ENSG00000249693
TGIF2,ENSG00000118707
PRRX1,ENSG00000116132
FN3K,ENSG00000167363
DMBX1,ENSG00000197587
GPATCH2,ENSG00000092978
HDAC1,ENSG00000116478
SRP72,ENSG00000174780
ATXN7L3B,ENSG00000253719
IGSF1,ENSG00000147255
MEI1,ENSG00000167077
SLC41A3,ENSG00000114544
SLC7A10,ENSG00000130876
,ENSG00000257323
COL6A4P2,ENSG00000228252
RAB5IF,ENSG00000101084
,ENSG00000188646
,ENSG00000257998
,ENSG00000232576
NOSIP,ENSG00000142546
ARMC8,ENSG00000114098
,ENSG00000270745
SRIP2,ENSG00000224065
BCAS2,ENSG00000116752
ACTG1P10,ENSG00000231340
RHEBL1,ENSG00000167550
,ENSG00000227329
KANTR,ENSG00000232593
PDCD1,ENSG00000188389
RAB29,ENSG00000117280
LRP3,ENSG00000130881
,ENSG00000235224
TMEM164,ENSG00000157600
RTP5,ENSG00000188011
TRO,ENSG00000067445
MAPKAPK3,ENSG00000114738
HNRNPA3P2,ENSG00000227688
,ENSG00000249253
,ENSG00000258671
CERS2,ENSG00000143418
YTHDF2P1,ENSG00000270503
HMGN2P10,ENSG00000231261
HS3ST3B1,ENSG00000125430
CHCHD2,ENSG00000106153
NKRF,ENSG00000186416
FAM240C,ENSG00000216921
HSD17B8,ENSG00000204228
MVK,ENSG00000110921
PRRC2B,ENSG00000130723
NUPR2,ENSG00000185290
CHRM3,ENSG00000133019
,ENSG00000244061
,ENSG00000285521
YBX1P5,ENSG00000251108
,ENSG00000230191
RBMY1J,ENSG00000226941
MRPS18C,ENSG00000163319
,ENSG00000233028
,ENSG00000228525
COQ8A,ENSG00000163050
CXCR4,ENSG00000121966
ZNF366,ENSG00000178175
TMX1,ENSG00000139921
HNRNPKP2,ENSG00000227347
UBBP1,ENSG00000230037
TMEM275,ENSG00000282881
UBE2A,ENSG00000077721
CCNJP1,ENSG00000227491
CISH,ENSG00000114737
DLG3,ENSG00000082458
CCER1,ENSG00000197651
MKNK1,ENSG00000079277
SLC25A14P1,ENSG00000213608
RPL30P5,ENSG00000239525
EPYC,ENSG00000083782
FAM227A,ENSG00000184949
ARL9,ENSG00000196503
ABRAXAS1,ENSG00000163322
RPS18P12,ENSG00000230897
ONECUT1,ENSG00000169856
TGIF2LX,ENSG00000153779
,ENSG00000215805
PLCXD1,ENSG00000182378
,ENSG00000176868
KERA,ENSG00000139330
,ENSG00000227581
,ENSG00000277672
CCDC134,ENSG00000100147
USP12PX,ENSG00000226081
RPS7P5,ENSG00000217327
,ENSG00000274022
RPGR,ENSG00000156313
DYNLL2,ENSG00000264364
RPL23AP76,ENSG00000226156
FASTK,ENSG00000164896
,ENSG00000248715
PRY,ENSG00000169789
SPATA17,ENSG00000162814
,ENSG00000167751
,ENSG00000223559
,ENSG00000224155
,ENSG00000203462
SEPTIN14P24,ENSG00000231299
CICP8,ENSG00000225371
RPL23AP27,ENSG00000225669
ELOCP8,ENSG00000234131
SERPINI1,ENSG00000163536
UBBP2,ENSG00000228247
,ENSG00000283451
RNF19BPX,ENSG00000227434
CKAP5,ENSG00000175216
UBE2V1P9,ENSG00000229667
CFAP300,ENSG00000137691
ADIPOR2,ENSG00000006831
PXN,ENSG00000089159
OR4D1,ENSG00000141194
SP110,ENSG00000135899
MSX2P1,ENSG00000229590
GTPBP6,ENSG00000178605
ABCC12,ENSG00000140798
RPS4XP14,ENSG00000243663
,ENSG00000271500
PABPC5,ENSG00000174740
,ENSG00000236413
CDY13P,ENSG00000224873
MMAB,ENSG00000139428
,ENSG00000267471
,ENSG00000271101
OR4D2,ENSG00000255713
USP9YP24,ENSG00000230814
SMC4P1,ENSG00000229568
,ENSG00000249416
HSFY7P,ENSG00000228571
DENND2C,ENSG00000175984
OFD1P9Y,ENSG00000230476
DHH,ENSG00000139549
MEMO1P3,ENSG00000239238
LRRC77P,ENSG00000244227
,ENSG00000250183
KCNC2,ENSG00000166006
CTSB,ENSG00000164733
RPL13AP6,ENSG00000234118
SHOC2,ENSG00000108061
MYL6P5,ENSG00000228118
TAF2,ENSG00000064313
SELENON,ENSG00000162430
,ENSG00000232296
,ENSG00000235811
CRIP1P3,ENSG00000227109
ASB9,ENSG00000102048
CUL4A,ENSG00000139842
ARL8A,ENSG00000143862
HAUS6,ENSG00000147874
ABCB6,ENSG00000115657
,ENSG00000242036
GARNL3,ENSG00000136895
HMGN2P26,ENSG00000241203
AUNIP,ENSG00000127423
GPR37L1,ENSG00000170075
GOLIM4,ENSG00000173905
MOB3C,ENSG00000142961
EPX,ENSG00000121053
MTFR1L,ENSG00000117640
BTG3,ENSG00000154640
RPL12P37,ENSG00000240270
YAP1,ENSG00000137693
KNCN,ENSG00000162456
FMO6P,ENSG00000117507
MOV10,ENSG00000155363
PLVAP,ENSG00000130300
ADGRG7,ENSG00000144820
CTXND1,ENSG00000259417
RPL7AP28,ENSG00000184139
,ENSG00000251012
,ENSG00000226552
TEX55,ENSG00000163424
ELL2P2,ENSG00000251051
FMO2,ENSG00000094963
MARCKSL1,ENSG00000175130
UPK1B,ENSG00000114638
GMFBP1,ENSG00000243495
TMUB1,ENSG00000164897
,ENSG00000257803
EGFEM1P,ENSG00000206120
ATP1A2,ENSG00000018625
GAS2L3,ENSG00000139354
AKTIP,ENSG00000166971
ARSA,ENSG00000100299
RGS22,ENSG00000132554
MROH9,ENSG00000117501
LRRC69,ENSG00000214954
,ENSG00000284820
SOX9,ENSG00000125398
TAF9BP2,ENSG00000215760
SLC4A5,ENSG00000188687
ATG9A,ENSG00000198925
HMGB1P11,ENSG00000230547
,ENSG00000253525
RPSAP33,ENSG00000226765
RPS20P31,ENSG00000240925
RPL21P43,ENSG00000231688
PCID2,ENSG00000126226
PDP2,ENSG00000172840
FMO3,ENSG00000007933
CHMP6,ENSG00000176108
SLC26A7,ENSG00000147606
LIPT2,ENSG00000175536
LRRTM2,ENSG00000146006
IGHV4-34,ENSG00000211956
PSME3IP1,ENSG00000172775
FAM160B1,ENSG00000151553
IGHV7-34-1,ENSG00000253325
IGHV3-35,ENSG00000211957
IGHV3-36,ENSG00000253240
,ENSG00000229369
IGHV3-37,ENSG00000253359
UBE2O,ENSG00000175931
POLD3,ENSG00000077514
IGHV3-38,ENSG00000211958
IGHVIII-38-1,ENSG00000253989
IGHV4-39,ENSG00000211959
IGHV7-40,ENSG00000253467
,ENSG00000228757
CTNNA1,ENSG00000044115
IGHVII-40-1,ENSG00000253294
FMO1,ENSG00000010932
IGHV3-41,ENSG00000278473
HOMER2P1,ENSG00000228966
IGHV3-42,ENSG00000254228
IGHV3-43,ENSG00000232216
THSD7B,ENSG00000144229
RPL7P49,ENSG00000242931
,ENSG00000255054
RBL2,ENSG00000103479
SETP2,ENSG00000258893
COL6A5,ENSG00000172752
,ENSG00000262140
RPS6KB2,ENSG00000175634
RPL15P13,ENSG00000226428
ZFP90,ENSG00000184939
VAMP8,ENSG00000118640
MAD2L1,ENSG00000164109
,ENSG00000251429
RPL22P1,ENSG00000213178
TFG,ENSG00000114354
SREBF2,ENSG00000198911
TRUB1,ENSG00000165832
,ENSG00000243777
MECOM,ENSG00000085276
,ENSG00000270868
VAMP5,ENSG00000168899
CLDN14,ENSG00000159261
FAM229A,ENSG00000225828
,ENSG00000271600
HNMT,ENSG00000150540
,ENSG00000254837
RANP3,ENSG00000254500
TSSK3,ENSG00000162526
ANKRD11,ENSG00000167522
LINC01881,ENSG00000220804
PSMD4P1,ENSG00000223741
CCDC194,ENSG00000269720
BST2,ENSG00000130303
KLKP1,ENSG00000197588
CICP10,ENSG00000224160
SEPTIN14P2,ENSG00000244528
CDK5RAP2,ENSG00000136861
AARS1P1,ENSG00000249038
RPL23AP88,ENSG00000271153
KLK4,ENSG00000167749
GFI1,ENSG00000162676
CHAD,ENSG00000136457
SAR1AP3,ENSG00000225665
LTV1P1,ENSG00000250219
COL6A6,ENSG00000206384
ACSF2,ENSG00000167107
IGHVII-43-1,ENSG00000283195
KIAA1324L,ENSG00000164659
KNOP1P1,ENSG00000256852
,ENSG00000159239
CPA1,ENSG00000091704
,ENSG00000264324
PPP2R3B,ENSG00000167393
RING1,ENSG00000204227
HMGA1P8,ENSG00000233155
C21orf91,ENSG00000154642
RPL17P17,ENSG00000223409
ILF2P1,ENSG00000244226
MTHFD2,ENSG00000065911
,ENSG00000203647
TUFM,ENSG00000178952
LMAN2,ENSG00000169223
RPSAP55,ENSG00000214896
SIM2,ENSG00000159263
MAGI1,ENSG00000151276
,ENSG00000244662
MLPH,ENSG00000115648
LUM,ENSG00000139329
,ENSG00000224370
,ENSG00000232944
,ENSG00000237268
CXXC1,ENSG00000154832
,ENSG00000233045
,ENSG00000273589
PIK3R4,ENSG00000196455
RBMY2BP,ENSG00000224657
YWHAEP5,ENSG00000234645
,ENSG00000278205
CEBPA,ENSG00000245848
,ENSG00000224917
SMIM20,ENSG00000250317
ADH5P3,ENSG00000223694
ASB11,ENSG00000165192
RBMY2WP,ENSG00000230727
H2BP4,ENSG00000223497
ECI1,ENSG00000167969
FRMD6,ENSG00000139926
RPL7P22,ENSG00000226544
,ENSG00000279561
FMN2,ENSG00000155816
PM20D1,ENSG00000162877
ZNF821,ENSG00000102984
MYD88,ENSG00000172936
CDK2AP2P1,ENSG00000278647
C2orf81,ENSG00000284308
,ENSG00000276829
,ENSG00000239393
ZNF736P11Y,ENSG00000215537
SEL1L3,ENSG00000091490
KRT18P26,ENSG00000229798
ADAMTS20,ENSG00000173157
MYO5BP1,ENSG00000274680
TAF13P2,ENSG00000225658
SLC41A1,ENSG00000133065
,ENSG00000234521
NECAP1P2,ENSG00000234632
RPS3AP50,ENSG00000243864
PLIN2,ENSG00000147872
MDFI,ENSG00000112559
GSTO3P,ENSG00000232829
NME2P1,ENSG00000123009
,ENSG00000228818
DCTN1,ENSG00000204843
SIRT4,ENSG00000089163
,ENSG00000237939
PCBP3,ENSG00000183570
,ENSG00000226014
,ENSG00000242602
GREM2,ENSG00000180875
EIF4A2P1,ENSG00000267336
STK25P1,ENSG00000267570
PLA2G1B,ENSG00000170890
,ENSG00000228844
TNPO1,ENSG00000083312
,ENSG00000234872
PTPN2,ENSG00000175354
,ENSG00000232174
R3HDM2P1,ENSG00000248735
FBXO43,ENSG00000156509
,ENSG00000258052
HSD17B14,ENSG00000087076
,ENSG00000242958
MSI1,ENSG00000135097
ARSK,ENSG00000164291
INTS9,ENSG00000104299
POLR2K,ENSG00000147669
PPIAP59,ENSG00000228674
EEF1A1P22,ENSG00000259612
CNOT2,ENSG00000111596
IGHVIII-44,ENSG00000283562
HMGB3P9,ENSG00000229992
,ENSG00000283464
CCNJP2,ENSG00000223896
,ENSG00000225505
EVI5,ENSG00000067208
SSR4,ENSG00000180879
RPS27P25,ENSG00000239881
IGHVIV-44-1,ENSG00000253465
IGHVII-46-1,ENSG00000253808
IGHV3-47,ENSG00000229092
IGHV1-46,ENSG00000211962
KCTD18,ENSG00000155729
IGHV1-45,ENSG00000211961
FN1,ENSG00000115414
NRXN2,ENSG00000110076
IGHVII-44-2,ENSG00000253895
RPF2,ENSG00000197498
LRP2,ENSG00000081479
RGS7,ENSG00000182901
LRP4,ENSG00000134569
H3P3,ENSG00000234202
HMGB3P11,ENSG00000213301
,ENSG00000223787
SGO2,ENSG00000163535
FAM107B,ENSG00000065809
IST1,ENSG00000182149
PCDH10,ENSG00000138650
POU3F3,ENSG00000198914
NID1,ENSG00000116962
IDH3G,ENSG00000067829
MRPS21P9,ENSG00000262759
SH2B1,ENSG00000178188
ZBTB45,ENSG00000119574
MVB12A,ENSG00000141971
,ENSG00000270832
MRPS9,ENSG00000135972
RBM22P3,ENSG00000226485
,ENSG00000244381
FGD4,ENSG00000139132
NMD3P2,ENSG00000231504
,ENSG00000223740
ACTRT3,ENSG00000184378
DNAH7,ENSG00000118997
,ENSG00000235371
GPR150,ENSG00000178015
OR2AF1P,ENSG00000235730
NPM1P51,ENSG00000230913
,ENSG00000232915
HDGFP1,ENSG00000227183
ACP7,ENSG00000183760
PITPNM2,ENSG00000090975
MCRIP2P1,ENSG00000241418
PNKDP1,ENSG00000228089
CBY1,ENSG00000100211
MYNN,ENSG00000085274
RFESD,ENSG00000175449
,ENSG00000274930
,ENSG00000276832
RSPRY1,ENSG00000159579
OPCML,ENSG00000183715
,ENSG00000254503
BPY2,ENSG00000183753
,ENSG00000238085
THAP12P8,ENSG00000223963
SPATA9,ENSG00000145757
RFKP1,ENSG00000215802
AKR1B1P7,ENSG00000266899
HNRNPA1P42,ENSG00000233615
,ENSG00000275160
E2F3P2,ENSG00000203435
,ENSG00000224348
,ENSG00000227878
LUC7L,ENSG00000007392
ALPL,ENSG00000162551
CDH3,ENSG00000062038
TBCD,ENSG00000141556
LRRC34,ENSG00000171757
,ENSG00000253667
RNF19A,ENSG00000034677
TCEA1,ENSG00000187735
DCN,ENSG00000011465
AANAT,ENSG00000129673
,ENSG00000232176
SHANK3,ENSG00000251322
ERO1B,ENSG00000086619
,ENSG00000224071
,ENSG00000260860
HSPE1P5,ENSG00000261395
SPAG1,ENSG00000104450
FCER1G,ENSG00000158869
RGS14,ENSG00000169220
SLC5A6,ENSG00000138074
FABP5P13,ENSG00000234958
FAM222A,ENSG00000139438
KRT18P53,ENSG00000229232
LRRIQ4,ENSG00000188306
ANO4,ENSG00000151572
CDK2AP1,ENSG00000111328
SHOX,ENSG00000185960
GPR137B,ENSG00000077585
LRRC31,ENSG00000114248
KAT7,ENSG00000136504
,ENSG00000230355
,ENSG00000253299
SPOPL,ENSG00000144228
KIN,ENSG00000151657
LRRC3C,ENSG00000204913
,ENSG00000250191
RPL14P5,ENSG00000225661
KRT18P43,ENSG00000240128
SLC26A9,ENSG00000174502
GSDMA,ENSG00000167914
CRLF2,ENSG00000205755
PKD1L3,ENSG00000277481
MPHOSPH9,ENSG00000051825
,ENSG00000244039
B4GALT4,ENSG00000121578
SAMD7,ENSG00000187033
DIPK1A,ENSG00000154511
VN1R25P,ENSG00000224947
,ENSG00000213650
PABPC4L,ENSG00000254535
RPL39P31,ENSG00000242176
,ENSG00000234716
PES1P1,ENSG00000248191
,ENSG00000213067
ATXN1L,ENSG00000224470
,ENSG00000271047
,ENSG00000258148
RPL5,ENSG00000122406
SCRIB,ENSG00000180900
,ENSG00000258224
LPAR5,ENSG00000184574
ACRBP,ENSG00000111644
MYRFL,ENSG00000166268
,ENSG00000258033
RPL21P106,ENSG00000239201
KLK9,ENSG00000213022
PPP5C,ENSG00000011485
PRRG1,ENSG00000130962
APOA2,ENSG00000158874
SLC5A8,ENSG00000256870
,ENSG00000229052
BTG1,ENSG00000133639
ATRAID,ENSG00000138085
,ENSG00000269741
SEC62,ENSG00000008952
